Customer,Risk,Amount
Corporation,Medium,478291
SME,Low,585718
Individual,Low,61230
Individual,Low,542709
Individual,Medium,250260
Individual,Low,220163
Individual,High,405320
Individual,Low,384039
Individual,Low,166310
Individual,Low,550978
Individual,High,395866
SME,High,596829
Instituition,High,225807
Corporation,High,503248
SME,Medium,307581
Individual,Low,595397
Instituition,Medium,541863
Instituition,High,334529
Individual,Medium,386275
Corporation,High,210219
Corporation,Medium,156972
Instituition,Medium,348132
SME,Low,526881
Individual,High,507441
Instituition,Medium,445557
SME,Medium,502175
SME,Medium,341808
Individual,High,135258
Instituition,High,368341
Corporation,Low,418383
Corporation,High,432925
Individual,High,349791
Corporation,Low,401922
Corporation,Medium,588274
Instituition,High,453396
Corporation,Low,122650
Instituition,High,363190
Corporation,High,478477
Corporation,Low,493651
Corporation,Low,236005
Corporation,Medium,154884
Individual,High,119062
Corporation,Medium,376869
Instituition,Medium,266111
Individual,Low,577148
Instituition,Medium,506622
SME,High,450637
SME,Medium,222004
Instituition,Low,101053
SME,High,238707
Corporation,Low,77183
SME,High,367382
Individual,High,112876
Corporation,Medium,527136
Corporation,High,571597
Instituition,Medium,180229
SME,High,449754
Instituition,High,214866
Individual,High,424289
Individual,Low,372526
Instituition,High,224912
Corporation,Medium,154516
Instituition,Low,250616
Individual,Low,148111
Individual,High,326164
Individual,Low,179510
Instituition,High,105856
Corporation,Medium,445188
Instituition,Low,245349
Instituition,Medium,60645
SME,High,500598
Corporation,Medium,356372
Individual,High,410503
Individual,Low,86540
SME,High,542833
Instituition,Medium,221947
Instituition,Low,68318
Corporation,Low,591371
Instituition,Low,575665
Instituition,High,428157
Instituition,Medium,145812
Individual,High,563712
Corporation,Medium,304347
SME,High,154509
Corporation,Low,479341
Corporation,Medium,416732
Instituition,Low,187828
Instituition,Medium,188412
Corporation,Medium,582001
SME,Medium,136774
Corporation,Low,319974
Individual,Low,567806
SME,High,226616
SME,Low,347912
Instituition,Medium,235359
Corporation,High,576958
Corporation,Medium,251216
SME,High,496813
SME,Medium,367453
SME,High,412262
Instituition,Medium,225604
Corporation,Low,125100
Instituition,Low,304444
Corporation,High,193974
Corporation,Low,105967
Individual,Low,443583
SME,Low,560056
Corporation,Low,474141
Corporation,High,487573
SME,Low,198197
Instituition,Medium,506842
SME,Medium,469900
Instituition,High,88361
Individual,High,555461
Instituition,Medium,199251
Individual,Medium,506489
Individual,High,105877
SME,Medium,232766
Corporation,High,414815
Instituition,High,256704
Instituition,High,163896
Individual,High,350036
Corporation,High,184569
Instituition,High,124823
Individual,High,324282
Corporation,Low,336878
Corporation,High,431570
Instituition,Low,557625
Corporation,Medium,116945
Instituition,Low,186283
Corporation,Medium,552471
Individual,Low,487718
SME,Medium,162077
SME,Medium,285254
SME,Low,434975
SME,High,68900
Instituition,Low,497550
Individual,High,27648
Instituition,Medium,168658
Corporation,Medium,581786
SME,Medium,174507
Corporation,Medium,290076
Instituition,Medium,199636
Corporation,Medium,231249
Corporation,High,149979
Corporation,High,533311
Individual,High,205015
SME,High,442515
Instituition,Low,242504
Individual,Low,87786
SME,Low,45202
Individual,Medium,586812
Corporation,High,129358
Instituition,Medium,396529
Individual,Medium,189575
Corporation,High,210178
Individual,Low,259722
Corporation,Low,287702
Instituition,Medium,404843
Corporation,Low,88767
Instituition,Medium,486818
Individual,High,562539
Corporation,Low,179290
SME,High,199907
Individual,High,548284
SME,Low,437834
Instituition,Medium,202167
Instituition,High,171870
SME,Medium,344283
SME,Medium,263806
Individual,High,25125
SME,Low,404349
Individual,Low,335378
SME,Medium,424933
SME,High,136517
Instituition,Medium,118131
Corporation,Low,530430
Corporation,Low,207048
Corporation,High,447043
Instituition,Medium,214164
SME,Medium,301750
Individual,Low,184108
Instituition,Medium,508617
Instituition,Low,145927
Individual,Medium,191013
Individual,Medium,140796
Instituition,Low,254137
Individual,High,547410
SME,Low,296390
Corporation,High,575538
Corporation,Medium,567562
Corporation,Low,47688
Corporation,High,543536
Individual,Medium,400995
Individual,High,300399
Instituition,High,266497
Instituition,High,582100
Corporation,Low,541487
Individual,Medium,329756
Instituition,Medium,103102
Instituition,High,489066
Corporation,Low,72316
SME,High,238202
Instituition,High,515223
Individual,Medium,208281
SME,High,517873
Instituition,Low,78047
SME,Medium,240203
Corporation,Low,373700
Instituition,Low,587978
Corporation,Medium,55564
SME,High,571437
SME,Medium,137709
Individual,High,437008
Instituition,High,472550
Instituition,Low,307944
Instituition,Medium,540781
Individual,Low,252248
Corporation,Medium,575515
Individual,Medium,553611
Instituition,High,455700
SME,High,562073
SME,Low,454778
SME,Low,129461
Corporation,High,324642
Individual,High,269814
Corporation,High,174330
SME,High,525066
SME,High,46764
Corporation,High,246245
SME,High,546920
Instituition,Medium,416099
SME,Medium,96336
Instituition,High,513127
SME,High,350175
SME,Low,327822
Individual,Low,107428
Corporation,Low,375277
Corporation,Medium,435556
Instituition,Low,302474
SME,Medium,173929
Instituition,Medium,319906
Corporation,High,250425
Individual,Medium,218333
SME,Low,547215
SME,High,179428
SME,Medium,356692
Individual,Medium,70745
Instituition,Medium,595159
Instituition,Low,359779
Corporation,Medium,580009
Individual,Medium,264742
Instituition,High,279250
Instituition,High,292562
Instituition,High,356048
Individual,Low,82445
Instituition,Medium,145694
Instituition,Medium,289621
Corporation,High,399006
Individual,High,519408
Individual,Medium,331210
Corporation,Low,431731
SME,Low,43765
Instituition,Low,450467
SME,Medium,146275
Individual,Low,517103
Instituition,Medium,124244
Instituition,Low,354698
SME,Medium,140624
Corporation,Low,311776
Individual,High,26209
Instituition,Low,441082
SME,Medium,210731
Individual,Low,588586
Instituition,Low,342514
Instituition,Medium,582534
Individual,Medium,115426
SME,Medium,413580
Instituition,Low,318500
Individual,Low,420113
Instituition,Low,58651
Individual,Low,245706
Corporation,Medium,170173
SME,Low,344211
SME,Low,26633
Individual,Low,181547
Instituition,High,599642
Individual,High,232849
SME,Low,491133
SME,Low,321159
Instituition,Medium,380473
Instituition,High,252608
Corporation,Medium,226916
Instituition,Low,69896
Instituition,Medium,152226
SME,High,455466
Instituition,Low,403076
SME,Medium,211653
SME,Medium,285749
SME,Low,570370
Corporation,Medium,104479
Corporation,Medium,187181
Instituition,Medium,266406
Instituition,Medium,81491
SME,Medium,418748
Corporation,High,102316
Individual,High,355808
SME,Low,562105
SME,High,82526
Individual,Low,448280
Instituition,Low,259199
Corporation,Low,281554
Individual,High,67104
SME,Medium,257581
SME,Low,61813
Instituition,Medium,314481
Instituition,High,562001
Corporation,Medium,154072
Individual,Low,415134
Individual,High,241286
SME,Medium,492411
Corporation,High,260559
Corporation,Low,290137
Individual,Medium,128750
Instituition,Low,223624
Instituition,Low,297942
Corporation,Medium,216293
SME,High,256621
Individual,High,586991
Individual,Low,513819
Corporation,Low,185880
Individual,Low,344196
Individual,Low,197570
Individual,High,375750
Instituition,Low,427742
SME,High,539181
Corporation,Low,161653
Individual,Medium,170077
SME,High,164062
Instituition,Low,276562
Instituition,Low,68730
Instituition,Low,304476
Instituition,Medium,131621
Individual,Medium,125600
Individual,Medium,556464
Instituition,High,455257
Individual,Medium,288590
Individual,Low,136562
Instituition,High,55736
SME,Medium,444844
Corporation,Low,168767
SME,High,205758
Individual,Low,253488
Corporation,Medium,534468
Corporation,High,395127
Instituition,Low,213473
Corporation,High,336838
Individual,Low,304088
Instituition,High,155810
Individual,Medium,240003
Individual,Low,223867
Corporation,Low,235224
Instituition,Low,350566
SME,High,161036
Individual,Medium,594841
Instituition,High,523640
SME,Medium,562645
SME,Low,180089
Corporation,Medium,476805
Corporation,Low,470054
Instituition,Medium,418009
Individual,Medium,86524
Corporation,Medium,111180
Individual,Low,581673
Individual,Low,46026
Instituition,Low,339501
Instituition,Low,494574
SME,Medium,390456
Instituition,Medium,160211
Individual,High,261378
Individual,Medium,227270
Corporation,Medium,106463
Instituition,High,467648
Individual,Low,153727
Corporation,High,438922
Individual,Low,307934
Instituition,High,476184
Corporation,Medium,482911
Individual,Medium,561512
SME,High,189750
Instituition,Low,37813
Corporation,Low,538421
Corporation,Medium,119887
Instituition,Medium,168005
Instituition,Low,427042
Corporation,Low,589809
Corporation,Low,401562
Corporation,Low,215819
Corporation,High,87514
Instituition,Medium,213495
Corporation,High,176093
Instituition,Low,455542
Individual,Low,576192
Instituition,Medium,486280
Individual,Low,219092
Corporation,Medium,110197
Instituition,Low,421406
SME,Medium,368837
Individual,High,587000
Individual,High,170652
Instituition,Medium,93445
Individual,Low,225721
Instituition,High,226968
Corporation,Low,397638
Individual,Low,113237
Instituition,Medium,157283
Corporation,Medium,486870
Corporation,Medium,166641
SME,Low,104251
Instituition,Medium,555293
Individual,High,192130
Individual,Low,213910
Individual,High,188502
SME,Low,234343
Instituition,Low,367610
Corporation,Medium,446480
Instituition,Medium,497901
Corporation,Medium,64859
Corporation,Medium,48377
SME,Low,571563
Corporation,Low,510033
SME,Medium,90385
Instituition,Medium,408625
Individual,Medium,233289
Individual,Low,382561
Instituition,High,522341
SME,Low,53451
Individual,High,46161
Instituition,Medium,254809
SME,Low,263141
Individual,High,300325
Instituition,High,66511
SME,High,193669
Corporation,Medium,470885
SME,Low,434746
Individual,Medium,221440
SME,High,430482
SME,High,344893
Corporation,High,165007
Instituition,Low,456519
Instituition,Medium,291726
SME,Low,450898
Instituition,High,36453
Instituition,Low,572351
SME,Medium,252852
Individual,High,196756
SME,Low,36655
Individual,High,161085
Corporation,High,530883
Corporation,High,319738
Instituition,High,63667
Corporation,High,25382
Instituition,Low,190527
Corporation,Medium,285509
SME,Medium,485875
Instituition,Medium,161901
Corporation,High,463525
Instituition,High,137813
Corporation,Medium,347767
Corporation,Medium,512686
SME,Medium,99105
Instituition,High,533632
Corporation,Medium,535549
Individual,High,180481
Individual,Low,546959
Individual,High,400718
Corporation,High,54016
Instituition,Low,117440
SME,Medium,339529
Instituition,Medium,253640
Instituition,Medium,254874
SME,Low,426525
Individual,Medium,48897
Instituition,Medium,409927
Instituition,Low,40679
Individual,High,485521
SME,High,141406
Instituition,High,574829
Corporation,Low,289325
Instituition,Medium,152990
SME,Medium,205430
Instituition,Medium,407946
Corporation,High,511155
Instituition,Low,146540
Corporation,Medium,436542
Instituition,Low,455173
Instituition,Medium,217632
SME,Medium,192768
Corporation,Low,555281
SME,Low,33188
SME,Low,344369
Corporation,Low,365786
Individual,High,115852
Instituition,High,32003
Instituition,Medium,39487
Instituition,Medium,42988
SME,Medium,306756
SME,High,172942
Instituition,Medium,428981
SME,High,392706
Instituition,Low,331928
Instituition,High,397292
Instituition,High,50769
Instituition,Low,511545
SME,Low,428842
Individual,Low,497121
Instituition,Low,102201
Corporation,Medium,403406
Corporation,Low,582370
SME,High,526653
Individual,High,358365
Individual,High,279928
SME,Low,303118
SME,High,451730
Individual,High,277221
Instituition,Low,158305
Instituition,Medium,392353
Instituition,High,32663
Instituition,Low,37729
Instituition,Medium,39769
Instituition,Medium,350793
Individual,Medium,339737
Corporation,High,512613
Individual,Medium,419284
Instituition,High,369715
Instituition,High,591843
Corporation,Medium,409179
Instituition,High,244853
SME,Medium,178460
Corporation,Medium,59115
Instituition,Medium,90971
Individual,Low,230646
Instituition,Medium,316849
Instituition,High,107249
SME,Low,369530
Individual,High,508435
SME,Low,502854
Individual,Low,438154
Individual,High,231108
Instituition,Low,128273
Corporation,Medium,432663
Individual,Medium,79818
Instituition,Low,571674
SME,High,466053
Instituition,Low,511363
Instituition,Medium,567680
Instituition,Medium,210731
Instituition,High,296258
Corporation,Medium,525530
SME,Medium,59602
Individual,Medium,475614
Instituition,Medium,259754
Individual,Low,304708
Instituition,High,151724
Corporation,High,330992
